# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animale și articole pentru animale de companie
gid://shopify/TaxonomyCategory/sg-4-1-5-9        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Surfing > Mănuși pentru surfing
gid://shopify/TaxonomyCategory/sg-4-1-5-10       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Surfing > Paduri pentru tracțiune pentru surfing
gid://shopify/TaxonomyCategory/sg-4-1-6          : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii
gid://shopify/TaxonomyCategory/sg-4-1-6-1-1      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Mâneci de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1-2      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Plăci de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1-3      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Balize de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1-4      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Discuri de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1-5      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Labe de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1-6      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Plute de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1-7      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Colaci de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1-8      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Scaune de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1-9      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Articole pentru antrenamente de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-1-10     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Articole pentru antrenamente de înot pentru copii > Veste de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-2        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Padele pentru mâini
gid://shopify/TaxonomyCategory/sg-4-1-6-3        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Plute
gid://shopify/TaxonomyCategory/sg-4-1-6-4        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Balize pentru tragere
gid://shopify/TaxonomyCategory/sg-4-1-6-5        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Centuri pentru înot
gid://shopify/TaxonomyCategory/sg-4-1-6-6        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Căști pentru înot
gid://shopify/TaxonomyCategory/sg-4-1-6-7        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Mănuși pentru înot
gid://shopify/TaxonomyCategory/sg-4-1-6-8        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Accesorii pentru ochelari de înot și mască
gid://shopify/TaxonomyCategory/sg-4-1-6-8-1      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Accesorii pentru ochelari de înot și mască > Lentile pentru ochelari
gid://shopify/TaxonomyCategory/sg-4-1-6-8-2      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Accesorii pentru ochelari de înot și mască > Huse pentru ochelari de înot și mască
gid://shopify/TaxonomyCategory/sg-4-1-6-9        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Ochelari de înot și măști
gid://shopify/TaxonomyCategory/sg-4-1-6-10       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Greutăți de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-11       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Labe de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-11-1     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Labe de înot > Labe mono
gid://shopify/TaxonomyCategory/sg-4-1-6-11-2     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Labe de înot > Labe pentru antrenament
gid://shopify/TaxonomyCategory/sg-4-1-6-12       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Mașini de înot
gid://shopify/TaxonomyCategory/sg-4-1-6-13       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Înot > Cleme de nas pentru înot
gid://shopify/TaxonomyCategory/sg-4-1-7          : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare
gid://shopify/TaxonomyCategory/sg-4-1-7-1        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Kneeboarding
gid://shopify/TaxonomyCategory/sg-4-1-7-1-1      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Kneeboarding > Plăci pentru kneeboarding
gid://shopify/TaxonomyCategory/sg-4-1-7-2        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Plute și tuburi remorcabile
gid://shopify/TaxonomyCategory/sg-4-1-7-3        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Mănuși pentru sporturi nautice cu remorcare
gid://shopify/TaxonomyCategory/sg-4-1-7-4        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Wakeboarding
gid://shopify/TaxonomyCategory/sg-4-1-7-4-1      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Wakeboarding > Legături pentru kiteboard și wakeboard
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Wakeboarding > Piese pentru wakeboard
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-1    : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Wakeboarding > Piese pentru wakeboard > Legături pentru wakeboard
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-2    : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Wakeboarding > Piese pentru wakeboard > Aripioare pentru wakeboard
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-3    : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Wakeboarding > Piese pentru wakeboard > Mânere pentru wakeboard
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-4    : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Wakeboarding > Piese pentru wakeboard > Frânghii pentru wakeboard
gid://shopify/TaxonomyCategory/sg-4-1-7-4-3      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Wakeboarding > Plăci pentru wakeboarding
gid://shopify/TaxonomyCategory/sg-4-1-7-5        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Schi nautic
gid://shopify/TaxonomyCategory/sg-4-1-7-5-1      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Schi nautic > Hidrofolii pentru poziția așezat
gid://shopify/TaxonomyCategory/sg-4-1-7-5-2      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Schi nautic > Legături pentru schi nautic
gid://shopify/TaxonomyCategory/sg-4-1-7-5-3      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Schi nautic > Huse și genți pentru schi nautic
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Schi nautic > Schiuri pentru schi nautic
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4-1    : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Schi nautic > Schiuri pentru schi nautic > Schiuri combinate pentru schi nautic
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4-2    : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Schi nautic > Schiuri pentru schi nautic > Schiuri de slalom pentru schi nautic
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4-3    : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Schi nautic > Schiuri pentru schi nautic > Schiuri pentru acrobații pentru schi nautic
gid://shopify/TaxonomyCategory/sg-4-1-7-6        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Sporturi nautice cu remorcare > Cabluri de remorcare pentru sporturi nautice
gid://shopify/TaxonomyCategory/sg-4-1-8          : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Suporturi de depozitare pentru ambarcațiuni
gid://shopify/TaxonomyCategory/sg-4-1-8-1        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Suporturi de depozitare pentru ambarcațiuni > Suporturi de depozitare pentru bărci
gid://shopify/TaxonomyCategory/sg-4-1-8-2        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Suporturi de depozitare pentru ambarcațiuni > Suporturi de depozitare pentru plăci pentru sporturi nautice
gid://shopify/TaxonomyCategory/sg-4-1-11         : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling
gid://shopify/TaxonomyCategory/sg-4-1-11-5       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Accesorii pentru windfoil
gid://shopify/TaxonomyCategory/sg-4-1-11-5-1     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Accesorii pentru windfoil > Genți și huse de transport pentru windfoil
gid://shopify/TaxonomyCategory/sg-4-1-11-5-2     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Accesorii pentru windfoil > Echipamente de protecție pentru windfoiling
gid://shopify/TaxonomyCategory/sg-4-1-11-1       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Plăci pentru windfoiling
gid://shopify/TaxonomyCategory/sg-4-1-11-2       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Folii pentru windfoiling
gid://shopify/TaxonomyCategory/sg-4-1-11-4       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Piese pentru windfoiling
gid://shopify/TaxonomyCategory/sg-4-1-11-4-2     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Piese pentru windfoiling > Fuzelaje pentru folie
gid://shopify/TaxonomyCategory/sg-4-1-11-4-1     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Piese pentru windfoiling > Catarge pentru folie
gid://shopify/TaxonomyCategory/sg-4-1-11-4-3     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Piese pentru windfoiling > Stabilizatori pentru folie
gid://shopify/TaxonomyCategory/sg-4-1-11-3       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windfoiling > Vele pentru windfoiling
gid://shopify/TaxonomyCategory/sg-4-1-9          : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windsurfing
gid://shopify/TaxonomyCategory/sg-4-1-9-1        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windsurfing > Piese pentru plăci de windsurfing
gid://shopify/TaxonomyCategory/sg-4-1-9-1-1      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windsurfing > Piese pentru plăci de windsurfing > Aripioare pentru plăci de windsurfing
gid://shopify/TaxonomyCategory/sg-4-1-9-1-2      : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windsurfing > Piese pentru plăci de windsurfing > Catarge pentru plăci de windsurfing
gid://shopify/TaxonomyCategory/sg-4-1-9-2        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windsurfing > Plăci de windsurfing
gid://shopify/TaxonomyCategory/sg-4-1-9-3        : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Windsurfing > Vele pentru plăci de windsurfing
gid://shopify/TaxonomyCategory/sg-4-1-10         : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Wingfoiling
gid://shopify/TaxonomyCategory/sg-4-1-10-4       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Wingfoiling > Accesorii pentru wingfoil
gid://shopify/TaxonomyCategory/sg-4-1-10-4-1     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Wingfoiling > Accesorii pentru wingfoil > Genți și huse de transport pentru wingfoil
gid://shopify/TaxonomyCategory/sg-4-1-10-4-2     : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Wingfoiling > Accesorii pentru wingfoil > Echipamente de protecție pentru wingfoiling
gid://shopify/TaxonomyCategory/sg-4-1-10-5       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Wingfoiling > Plăci pentru wingfoiling
gid://shopify/TaxonomyCategory/sg-4-1-10-2       : Articole sportive > Recreere în aer liber > Plimbări cu barca și sporturi nautice > Wingfoiling > Folii pentru wingfoiling
