# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼镜佩戴方式设计
gid://shopify/TaxonomyAttribute/10310 : 纺锤纺轮位置
gid://shopify/TaxonomyAttribute/11022 : 旋转亮片片型
gid://shopify/TaxonomyAttribute/10311 : 旋转图标控制卡设计/类型
gid://shopify/TaxonomyAttribute/11023 : 旋式诱饵子类型
gid://shopify/TaxonomyAttribute/2224  : 旋转类型
gid://shopify/TaxonomyAttribute/10312 : 纺丝油应用领域
gid://shopify/TaxonomyAttribute/10313 : 纺纱油涂抹工具
gid://shopify/TaxonomyAttribute/10314 : 旋转油特性
gid://shopify/TaxonomyAttribute/6561  : 陀螺特性
gid://shopify/TaxonomyAttribute/6562  : 陀螺发射机制
gid://shopify/TaxonomyAttribute/10315 : 纺车制动/张紧系统类型
gid://shopify/TaxonomyAttribute/10316 : 纺车驱动系统
gid://shopify/TaxonomyAttribute/10317 : 纺车钩系统
gid://shopify/TaxonomyAttribute/10318 : 纺车部件应用
gid://shopify/TaxonomyAttribute/10319 : 纺车便携性/折叠性
gid://shopify/TaxonomyAttribute/10320 : 纺车张力调节型
gid://shopify/TaxonomyAttribute/1466  : 酒精稀释
gid://shopify/TaxonomyAttribute/8731  : 拼接/终止类型
gid://shopify/TaxonomyAttribute/5097  : 夹板/支撑条配置
gid://shopify/TaxonomyAttribute/11024 : 咬铅开口类型
gid://shopify/TaxonomyAttribute/11025 : 开口渔坠形状
gid://shopify/TaxonomyAttribute/11026 : 咬铅尺寸
gid://shopify/TaxonomyAttribute/1868  : 分离器用途
gid://shopify/TaxonomyAttribute/3079  : 分配器/切换器功能
gid://shopify/TaxonomyAttribute/8732  : 扰流板可调节性
gid://shopify/TaxonomyAttribute/11027 : 辐条配件功能
gid://shopify/TaxonomyAttribute/11028 : 辐条对接轮廓
gid://shopify/TaxonomyAttribute/11029 : 辐条规
gid://shopify/TaxonomyAttribute/11030 : 辐条接口类型
gid://shopify/TaxonomyAttribute/11031 : 辐条形状
gid://shopify/TaxonomyAttribute/1604  : 海绵形状
gid://shopify/TaxonomyAttribute/10321 : 线轴外形
gid://shopify/TaxonomyAttribute/1291  : 线轴材质
gid://shopify/TaxonomyAttribute/11032 : 勺子式
gid://shopify/TaxonomyAttribute/6815  : 运动文胸内边距型
gid://shopify/TaxonomyAttribute/10322 : 运动帽款式
gid://shopify/TaxonomyAttribute/11033 : 体育管理机构认证
gid://shopify/TaxonomyAttribute/3283  : 运动 logo
gid://shopify/TaxonomyAttribute/11034 : 运动场地表面兼容性
gid://shopify/TaxonomyAttribute/2370  : 运动主题
gid://shopify/TaxonomyAttribute/6563  : 运动玩具套装内容
gid://shopify/TaxonomyAttribute/1787  : 喷口类型
gid://shopify/TaxonomyAttribute/6168  : 喷雾模式
gid://shopify/TaxonomyAttribute/5275  : 喷雾用途
gid://shopify/TaxonomyAttribute/10323 : 喷丝清理方法
gid://shopify/TaxonomyAttribute/10324 : 喷丝光泽/效果
gid://shopify/TaxonomyAttribute/10325 : 喷丝配方类型
gid://shopify/TaxonomyAttribute/10326 : 喷丝适用表面
gid://shopify/TaxonomyAttribute/10327 : 喷丝气味
gid://shopify/TaxonomyAttribute/10328 : 喷丝适用年龄段
gid://shopify/TaxonomyAttribute/6169  : 喷雾器操作机制
gid://shopify/TaxonomyAttribute/7951  : 涂抹稠度
gid://shopify/TaxonomyAttribute/7952  : 涂抹酱种类
gid://shopify/TaxonomyAttribute/11035 : 扩展横杆类型
gid://shopify/TaxonomyAttribute/2014  : 伸展器类型
gid://shopify/TaxonomyAttribute/6170  : 弹簧类型
gid://shopify/TaxonomyAttribute/6171  : 出粉孔样式
gid://shopify/TaxonomyAttribute/1434  : 洒水装置喷头类型
gid://shopify/TaxonomyAttribute/6172  : 喷淋器方向
gid://shopify/TaxonomyAttribute/6173  : 喷淋器响应类型
gid://shopify/TaxonomyAttribute/2767  : 喷洒器形状
gid://shopify/TaxonomyAttribute/6174  : 喷洒器类型
gid://shopify/TaxonomyAttribute/6175  : 喷洒器阀门类型
gid://shopify/TaxonomyAttribute/11036 : 皮划艇竞速级别
gid://shopify/TaxonomyAttribute/7953  : 芽苗产品形态
gid://shopify/TaxonomyAttribute/7954  : 南瓜及葫芦品种
gid://shopify/TaxonomyAttribute/2349  : 刮刀设计
gid://shopify/TaxonomyAttribute/6176  : 松鼠饲料类型
gid://shopify/TaxonomyAttribute/6177  : 防松鼠破坏
gid://shopify/TaxonomyAttribute/11037 : 稳定性等级
gid://shopify/TaxonomyAttribute/11038 : 平衡杆螺纹尺寸
gid://shopify/TaxonomyAttribute/11039 : 平衡杆类型
gid://shopify/TaxonomyAttribute/1928  : 堆栈配置
gid://shopify/TaxonomyAttribute/6178  : 堆叠性
gid://shopify/TaxonomyAttribute/6179  : 可堆叠设计
gid://shopify/TaxonomyAttribute/6180  : 堆叠特性
gid://shopify/TaxonomyAttribute/1766  : 阶段
gid://shopify/TaxonomyAttribute/10329 : 火箭级数
gid://shopify/TaxonomyAttribute/8733  : 去污剂形态
gid://shopify/TaxonomyAttribute/6181  : 不锈钢清洁剂功能
gid://shopify/TaxonomyAttribute/1583  : 楼梯升降机控制类型
gid://shopify/TaxonomyAttribute/3113  : 楼梯特点
gid://shopify/TaxonomyAttribute/1585  : 楼梯类型
gid://shopify/TaxonomyAttribute/11040 : 地钉形状
gid://shopify/TaxonomyAttribute/10330 : 印章块特征
gid://shopify/TaxonomyAttribute/10331 : 印章块类型
gid://shopify/TaxonomyAttribute/6564  : 包括印章套装部件
gid://shopify/TaxonomyAttribute/2373  : 邮票主题
gid://shopify/TaxonomyAttribute/2251  : 邮票类型
gid://shopify/TaxonomyAttribute/10332 : 支架防护垫材质
gid://shopify/TaxonomyAttribute/3282  : 支架/展示类型
gid://shopify/TaxonomyAttribute/6182  : 订书钉涂层
gid://shopify/TaxonomyAttribute/10333 : 短纤维动物纤维类型
gid://shopify/TaxonomyAttribute/10334 : 短纤维卷曲度
gid://shopify/TaxonomyAttribute/10335 : 短纤维预处理类型
gid://shopify/TaxonomyAttribute/10336 : 短纤维来源类型
gid://shopify/TaxonomyAttribute/2243  : 订书钉线规
gid://shopify/TaxonomyAttribute/6183  : 订书钉/别针的形状
gid://shopify/TaxonomyAttribute/3161  : 订书机特点
gid://shopify/TaxonomyAttribute/1401  : 星级评分
gid://shopify/TaxonomyAttribute/7955  : 淀粉加工类型
gid://shopify/TaxonomyAttribute/7956  : 淀粉来源
gid://shopify/TaxonomyAttribute/7957  : 杨桃品种
gid://shopify/TaxonomyAttribute/2179  : 启动类型
gid://shopify/TaxonomyAttribute/8734  : 起动机驱动类型
gid://shopify/TaxonomyAttribute/11041 : 发令枪动作类型
gid://shopify/TaxonomyAttribute/11042 : 发令枪口径
gid://shopify/TaxonomyAttribute/8735  : 起动机端子类型
gid://shopify/TaxonomyAttribute/11043 : 起跑器固定方法
gid://shopify/TaxonomyAttribute/2685  : 充电站类型
gid://shopify/TaxonomyAttribute/1393  : 文具装订类型
gid://shopify/TaxonomyAttribute/5087  : 蒸汽吸入器设计
gid://shopify/TaxonomyAttribute/6184  : 蒸汽喷嘴类型
gid://shopify/TaxonomyAttribute/6315  : 蒸汽台盘盖的特点
gid://shopify/TaxonomyAttribute/6185  : 蒸汽台托盘尺寸
gid://shopify/TaxonomyAttribute/6186  : 蒸汽台托盘具尺寸兼容性
gid://shopify/TaxonomyAttribute/6187  : 热汤池盆类型
gid://shopify/TaxonomyAttribute/11044 : 转向管设计
gid://shopify/TaxonomyAttribute/8736  : 转向缆末端接头类型
gid://shopify/TaxonomyAttribute/8737  : 转向柱可调节功能
gid://shopify/TaxonomyAttribute/8738  : 转向柱点火装置
gid://shopify/TaxonomyAttribute/8739  : 转向柱轴端接口类型
gid://shopify/TaxonomyAttribute/8740  : 转向柱换挡类型
gid://shopify/TaxonomyAttribute/8741  : 转向部件驱动类型
gid://shopify/TaxonomyAttribute/8742  : 驾驶方位
gid://shopify/TaxonomyAttribute/8743  : 转向泵皮带轮类型
gid://shopify/TaxonomyAttribute/8744  : 转向齿条表面处理/涂层
gid://shopify/TaxonomyAttribute/8745  : 转向齿条位置
gid://shopify/TaxonomyAttribute/8746  : 方向盘套安装类型
gid://shopify/TaxonomyAttribute/8747  : 方向盘握把材质
gid://shopify/TaxonomyAttribute/8748  : 方向盘孔位/安装模式
gid://shopify/TaxonomyAttribute/8749  : 方向盘轮圈材质/握持面
gid://shopify/TaxonomyAttribute/2497  : 茎秆长度
gid://shopify/TaxonomyAttribute/7958  : 烟嘴材质
gid://shopify/TaxonomyAttribute/6188  : 高脚杯设计
gid://shopify/TaxonomyAttribute/10337 : 模板机耗材类型
gid://shopify/TaxonomyAttribute/8750  : 踏板表面纹理
gid://shopify/TaxonomyAttribute/2734  : 台阶类型
gid://shopify/TaxonomyAttribute/11045 : 踏步运动类型
gid://shopify/TaxonomyAttribute/1775  : 灭菌周期时间
gid://shopify/TaxonomyAttribute/1777  : 灭菌说明
gid://shopify/TaxonomyAttribute/1776  : 灭菌方法
gid://shopify/TaxonomyAttribute/2593  : 听诊器设计
gid://shopify/TaxonomyAttribute/2594  : 听诊器技术
gid://shopify/TaxonomyAttribute/11046 : 曲棍球杆弯曲轮廓
gid://shopify/TaxonomyAttribute/11047 : 杆体结构
gid://shopify/TaxonomyAttribute/11048 : 抛投杆弯曲类型
gid://shopify/TaxonomyAttribute/11049 : 球杆头形状
gid://shopify/TaxonomyAttribute/2850  : 棍棒材质
gid://shopify/TaxonomyAttribute/11050 : 球杆尺寸兼容性
gid://shopify/TaxonomyAttribute/6189  : 小棒末端的样式
gid://shopify/TaxonomyAttribute/10338 : 贴纸表面处理
gid://shopify/TaxonomyAttribute/10339 : 贴纸包装形式
gid://shopify/TaxonomyAttribute/10340 : 贴纸材质类型
gid://shopify/TaxonomyAttribute/6816  : 贴纸/贴花特性
gid://shopify/TaxonomyAttribute/1324  : 刚度
gid://shopify/TaxonomyAttribute/6565  : 高跷足部固定类型
gid://shopify/TaxonomyAttribute/5138  : 兴奋剂特征
gid://shopify/TaxonomyAttribute/2840  : 刺激器尖端形状
gid://shopify/TaxonomyAttribute/11051 : 马镫款式
gid://shopify/TaxonomyAttribute/11052 : 马镫踏板材质
gid://shopify/TaxonomyAttribute/10341 : 记号扣与计数器样式
gid://shopify/TaxonomyAttribute/10342 : 针迹类型
gid://shopify/TaxonomyAttribute/11053 : 缝合方法
gid://shopify/TaxonomyAttribute/6817  : 缝制状态
gid://shopify/TaxonomyAttribute/8751  : 改装车赛事系列
gid://shopify/TaxonomyAttribute/6190  : 袜尖的方向
gid://shopify/TaxonomyAttribute/7959  : 果核粘连度
gid://shopify/TaxonomyAttribute/6818  : 宝石形成方式
gid://shopify/TaxonomyAttribute/6819  : 宝石切工等级
gid://shopify/TaxonomyAttribute/10343 : 宝石切割样式
gid://shopify/TaxonomyAttribute/7960  : 核果栽培品种
gid://shopify/TaxonomyAttribute/7961  : 核果品种
gid://shopify/TaxonomyAttribute/2838  : 石头材质
gid://shopify/TaxonomyAttribute/1661  : 石头名称
gid://shopify/TaxonomyAttribute/6820  : 宝石镶嵌类型
gid://shopify/TaxonomyAttribute/2322  : 石头形状
gid://shopify/TaxonomyAttribute/10344 : 宝石透明度
gid://shopify/TaxonomyAttribute/1662  : 石头类型
gid://shopify/TaxonomyAttribute/1833  : 阻带
gid://shopify/TaxonomyAttribute/6191  : 塞子类型
gid://shopify/TaxonomyAttribute/6566  : 收纳盒类型
gid://shopify/TaxonomyAttribute/11054 : 储物仓/隔层类型
gid://shopify/TaxonomyAttribute/1920  : 存储驱动器接口类型
gid://shopify/TaxonomyAttribute/1846  : 支持的存储驱动器接口
gid://shopify/TaxonomyAttribute/1922  : 安装的存储驱动器类型
gid://shopify/TaxonomyAttribute/10345 : 支持的存储介质与传输方式
gid://shopify/TaxonomyAttribute/1921  : 存储媒体文件类型
gid://shopify/TaxonomyAttribute/7962  : 储存要求
gid://shopify/TaxonomyAttribute/2180  : 储罐应用
gid://shopify/TaxonomyAttribute/1876  : 支持的存储类型
gid://shopify/TaxonomyAttribute/1364  : 炉子气流
gid://shopify/TaxonomyAttribute/11055 : 炉具烟囱口兼容性
gid://shopify/TaxonomyAttribute/3151  : 炉灶类型
gid://shopify/TaxonomyAttribute/10346 : 大头针用途
gid://shopify/TaxonomyAttribute/10347 : 大头针表面处理
gid://shopify/TaxonomyAttribute/10348 : 大头针针头材质
gid://shopify/TaxonomyAttribute/10349 : 大头针针头形状
gid://shopify/TaxonomyAttribute/6192  : 过滤器样式
gid://shopify/TaxonomyAttribute/6193  : 滤网的类型
gid://shopify/TaxonomyAttribute/6821  : 线股配置
gid://shopify/TaxonomyAttribute/11056 : 股线材质
gid://shopify/TaxonomyAttribute/10350 : 背带连接五金件
gid://shopify/TaxonomyAttribute/11057 : 绑带配置
gid://shopify/TaxonomyAttribute/2442  : 条带设计
gid://shopify/TaxonomyAttribute/6194  : 拉带末端固定件的类型
gid://shopify/TaxonomyAttribute/11058 : 背带功能
gid://shopify/TaxonomyAttribute/10351 : 背带衬垫
gid://shopify/TaxonomyAttribute/11059 : 绑带方向
gid://shopify/TaxonomyAttribute/5527  : 背带佩戴方式
gid://shopify/TaxonomyAttribute/6822  : 肩带宽度
gid://shopify/TaxonomyAttribute/6195  : 吸管取用机制
gid://shopify/TaxonomyAttribute/2513  : 吸管/搅拌器设计
gid://shopify/TaxonomyAttribute/7963  : 浓度等级
gid://shopify/TaxonomyAttribute/10352 : 强度等级
gid://shopify/TaxonomyAttribute/6823  : 弹力等级
gid://shopify/TaxonomyAttribute/8752  : 弹力类型
gid://shopify/TaxonomyAttribute/10353 : 内框条材质
gid://shopify/TaxonomyAttribute/2591  : 担架/轮床的预期用途
gid://shopify/TaxonomyAttribute/11060 : 击打盾形状
gid://shopify/TaxonomyAttribute/10354 : 琴弦芯线形状
gid://shopify/TaxonomyAttribute/10355 : 琴弦覆盖范围
gid://shopify/TaxonomyAttribute/10356 : 琴弦尾端类型
gid://shopify/TaxonomyAttribute/2477  : 弦乐器尺寸
gid://shopify/TaxonomyAttribute/1306  : 弓弦材质
gid://shopify/TaxonomyAttribute/10357 : 琴弦套装类型
gid://shopify/TaxonomyAttribute/5300  : 贴片/贴条技术
gid://shopify/TaxonomyAttribute/2990  : 婴儿车特点
gid://shopify/TaxonomyAttribute/1745  : 婴儿车车轮类型
gid://shopify/TaxonomyAttribute/11061 : 穿线状态
gid://shopify/TaxonomyAttribute/8753  : 支柱安装位置
gid://shopify/TaxonomyAttribute/11062 : 鞋钉固定类型
gid://shopify/TaxonomyAttribute/11063 : 鞋钉配置
gid://shopify/TaxonomyAttribute/11064 : 鞋钉材质
gid://shopify/TaxonomyAttribute/6567  : 毛绒玩具特性
gid://shopify/TaxonomyAttribute/11065 : 门柱底座类型
gid://shopify/TaxonomyAttribute/11066 : 柱门机制
gid://shopify/TaxonomyAttribute/11067 : 门柱尺寸
gid://shopify/TaxonomyAttribute/1351  : 款式
gid://shopify/TaxonomyAttribute/5620  : 触控笔支架类型
gid://shopify/TaxonomyAttribute/5555  : 触控笔支持
gid://shopify/TaxonomyAttribute/5559  : 触控笔支持类型
gid://shopify/TaxonomyAttribute/5643  : 触控笔技术
gid://shopify/TaxonomyAttribute/1799  : 触笔类型
gid://shopify/TaxonomyAttribute/2533  : 学科领域
gid://shopify/TaxonomyAttribute/1864  : 订阅类型
gid://shopify/TaxonomyAttribute/5460  : 亚音速滤波器
gid://shopify/TaxonomyAttribute/2981  : 铺垫物特性
gid://shopify/TaxonomyAttribute/5466  : 低音炮配置
gid://shopify/TaxonomyAttribute/8754  : 低音炮安装类型
gid://shopify/TaxonomyAttribute/1781  : 吸力水平
gid://shopify/TaxonomyAttribute/7964  : 甘蔗品种
gid://shopify/TaxonomyAttribute/7965  : 含糖量等级
gid://shopify/TaxonomyAttribute/6316  : 糖罐分配机制
gid://shopify/TaxonomyAttribute/7966  : 糖的精炼程度
gid://shopify/TaxonomyAttribute/7967  : 糖源
gid://shopify/TaxonomyAttribute/11068 : 西装版型
gid://shopify/TaxonomyAttribute/6824  : 套装单品
gid://shopify/TaxonomyAttribute/8755  : 适用锚固定用途
gid://shopify/TaxonomyAttribute/1935  : 适用钓鱼类型
gid://shopify/TaxonomyAttribute/2554  : 适用动物类型
gid://shopify/TaxonomyAttribute/2294  : 适合艺术手法
gid://shopify/TaxonomyAttribute/1697  : 适用鸟类
gid://shopify/TaxonomyAttribute/3384  : 适用船型
gid://shopify/TaxonomyAttribute/3355  : 适用的身体/面部毛发
gid://shopify/TaxonomyAttribute/3227  : 适用的品种大小
gid://shopify/TaxonomyAttribute/1980  : 适用相机类型
gid://shopify/TaxonomyAttribute/2005  : 适用相机/光学器件
gid://shopify/TaxonomyAttribute/1971  : 适合露营活动
gid://shopify/TaxonomyAttribute/1344  : 适合椅型
gid://shopify/TaxonomyAttribute/3150  : 适用的容器类型
gid://shopify/TaxonomyAttribute/10358 : 适用手工类型
gid://shopify/TaxonomyAttribute/2300  : 适合工艺材料
gid://shopify/TaxonomyAttribute/2083  : 适用门类型
gid://shopify/TaxonomyAttribute/3298  : 适用的蛋类型
gid://shopify/TaxonomyAttribute/2281  : 适用面料类型
gid://shopify/TaxonomyAttribute/1367  : 适用消防等级
gid://shopify/TaxonomyAttribute/1710  : 适合鱼类
gid://shopify/TaxonomyAttribute/1397  : 适用的食品加工机类型
gid://shopify/TaxonomyAttribute/1354  : 适合家具类型
gid://shopify/TaxonomyAttribute/1641  : 适用发质
gid://shopify/TaxonomyAttribute/2059  : 适用材料类型
gid://shopify/TaxonomyAttribute/10359 : 适用颜料类型
gid://shopify/TaxonomyAttribute/1390  : 适用害虫类型
gid://shopify/TaxonomyAttribute/2191  : 适用管材类型
gid://shopify/TaxonomyAttribute/6317  : 适用泳池形状
gid://shopify/TaxonomyAttribute/1448  : 适合池型
gid://shopify/TaxonomyAttribute/3152  : 适用的电力设备类型
gid://shopify/TaxonomyAttribute/2831  : 适用的贵重材料
gid://shopify/TaxonomyAttribute/1948  : 适合打印机类型
gid://shopify/TaxonomyAttribute/1559  : 适用肤质
gid://shopify/TaxonomyAttribute/1975  : 适合雪鞋健行活动
gid://shopify/TaxonomyAttribute/1538  : 适合存储类型
gid://shopify/TaxonomyAttribute/11069 : 适用的泳姿
gid://shopify/TaxonomyAttribute/1673  : 适用牙刷
gid://shopify/TaxonomyAttribute/5179  : 适用敏感度水平
gid://shopify/TaxonomyAttribute/2586  : 适用车辆类型
gid://shopify/TaxonomyAttribute/2133  : 适用水功能类型
gid://shopify/TaxonomyAttribute/1707  : 适用水类型
gid://shopify/TaxonomyAttribute/2038  : 适用武器类型
gid://shopify/TaxonomyAttribute/3119  : 适用的安装方式
gid://shopify/TaxonomyAttribute/1539  : 适用地点
gid://shopify/TaxonomyAttribute/10360 : 适用安装表面材质
gid://shopify/TaxonomyAttribute/6568  : 适用玩耍地点
gid://shopify/TaxonomyAttribute/6196  : 适用的泳池表面类型
gid://shopify/TaxonomyAttribute/11070 : 适用骑行条件
gid://shopify/TaxonomyAttribute/11071 : 适用雪况
gid://shopify/TaxonomyAttribute/1214  : 适用空间
gid://shopify/TaxonomyAttribute/6197  : 适合的涂抹材料
gid://shopify/TaxonomyAttribute/6825  : 适用地面类型
gid://shopify/TaxonomyAttribute/11072 : 适用球桌尺寸
gid://shopify/TaxonomyAttribute/2225  : 行李箱手柄类型
gid://shopify/TaxonomyAttribute/2111  : 硫含量
gid://shopify/TaxonomyAttribute/11073 : 防晒等级（UPF）
gid://shopify/TaxonomyAttribute/8756  : 遮阳帘固定方式
gid://shopify/TaxonomyAttribute/8757  : 遮阳挡样式
gid://shopify/TaxonomyAttribute/7968  : 洋姜品种
gid://shopify/TaxonomyAttribute/6198  : 日晷类型
gid://shopify/TaxonomyAttribute/7969  : 葵花籽油品种
gid://shopify/TaxonomyAttribute/10361 : 向日葵品种
gid://shopify/TaxonomyAttribute/1446  : 阳光
gid://shopify/TaxonomyAttribute/5286  : 防晒霜滤光剂类型
gid://shopify/TaxonomyAttribute/6199  : 补充剂功能
gid://shopify/TaxonomyAttribute/5125  : 补充剂健康重点
gid://shopify/TaxonomyAttribute/11074 : 护具特性
gid://shopify/TaxonomyAttribute/5148  : 支撑垫特征
gid://shopify/TaxonomyAttribute/11075 : 支撑腿数量
gid://shopify/TaxonomyAttribute/5094  : 支撑水平
